Isolate	Distance to 539	Distance to 542	Distance to 540	Distance to 541	Distance to 538	Distance to 552	Distance to 556	Distance to 550	Distance to 558	Distance to 555	Distance to 553	Distance to 551	Distance to 548	Distance to 559	Distance to 544	Distance to 554	Distance to 537	Distance to 543	Distance to 546	Distance to 547	Distance to 549	Distance to 545	Distance to 557
553	0.0000290715	0.0000303654	0.0000261608	0.0000302037	0.0000111348	0.00000564664	0.00000580802	0.00000467844	0.00000451708	0.00000435572	0	0.00000290362	0.00000177434	0.00000193566	0.00000241963	0.00000322629	0.00000322629	0.00000306495	0.0000048398	0.00000419437	0.00000467844	0.0000048398	0.00000435572
551	0.0000281012	0.0000297184	0.0000248674	0.0000298802	0.0000111348	0.00000500116	0.0000048398	0.00000403301	0.0000048398	0.00000338763	0.00000290362	0	0.00000209698	0.0000022583	0.00000306495	0.00000290362	0.00000354897	0.00000435572	0.00000387166	0.00000354897	0.00000467844	0.00000322629	0.00000435572
548	0.0000272927	0.0000292332	0.0000247058	0.0000303654	0.0000103275	0.00000516253	0.00000403301	0.00000290362	0.00000371032	0.00000387166	0.00000177434	0.00000209698	0	1.61292e-7	0.0000022583	0.00000306495	0.00000274229	0.00000290362	0.00000306495	0.00000306495	0.00000322629	0.00000403301	0.00000387166
559	0.000027131	0.0000290715	0.0000248674	0.0000302037	0.000010489	0.0000053239	0.00000419437	0.00000274229	0.00000354897	0.00000403301	0.00000193566	0.0000022583	1.61292e-7	0	0.00000241963	0.00000322629	0.00000290362	0.00000306495	0.00000322629	0.00000322629	0.00000338763	0.00000419437	0.00000403301
544	0.0000272927	0.0000289098	0.0000263225	0.0000287481	0.0000112963	0.00000580802	0.0000059694	0.00000387166	0.00000274229	0.00000451708	0.00000241963	0.00000306495	0.0000022583	0.00000241963	0	0.00000112909	0.00000435572	0.00000193566	0.00000306495	0.00000274229	0.00000419437	0.00000338763	0.00000322629
554	0.0000281012	0.000029395	0.0000264842	0.0000289098	0.0000117806	0.00000629216	0.00000645355	0.00000435572	0.00000354897	0.00000500116	0.00000322629	0.00000290362	0.00000306495	0.00000322629	0.00000112909	0	0.00000516253	0.00000274229	0.00000387166	0.00000354897	0.00000435572	0.00000354897	0.00000403301
537	0.0000284246	0.0000306889	0.0000258375	0.0000298802	0.0000127495	0.00000435572	0.00000354897	0.00000467844	0.00000580802	0.00000371032	0.00000322629	0.00000354897	0.00000274229	0.00000290362	0.00000435572	0.00000516253	0	0.00000306495	0.0000022583	0.00000290362	0.0000053239	0.00000548527	0.00000467844
543	0.0000282629	0.0000302037	0.0000276161	0.0000281012	0.0000116192	0.00000516253	0.00000467844	0.00000516253	0.00000435572	0.00000451708	0.00000306495	0.00000435572	0.00000290362	0.00000306495	0.00000193566	0.00000274229	0.00000306495	0	0.00000241963	0.00000274229	0.00000580802	0.00000467844	0.00000419437
546	0.000027131	0.000029395	0.0000264842	0.0000285863	0.0000130725	0.00000467844	0.00000419437	0.00000500116	0.00000451708	0.00000403301	0.0000048398	0.00000387166	0.00000306495	0.00000322629	0.00000306495	0.00000387166	0.0000022583	0.00000241963	0	9.67785e-7	0.0000053239	0.00000419437	0.00000403301
547	0.0000274544	0.0000287481	0.0000264842	0.0000285863	0.0000130725	0.0000053239	0.0000048398	0.00000500116	0.00000354897	0.00000435572	0.00000419437	0.00000354897	0.00000306495	0.00000322629	0.00000274229	0.00000354897	0.00000290362	0.00000274229	9.67785e-7	0	0.0000053239	0.00000354897	0.00000306495
549	0.0000292332	0.0000276161	0.0000247058	0.0000300419	0.0000106504	0.00000387166	0.00000435572	0.0000048398	0.00000564664	0.00000645355	0.00000467844	0.00000467844	0.00000322629	0.00000338763	0.00000419437	0.00000435572	0.0000053239	0.00000580802	0.0000053239	0.0000053239	0	0.00000371032	0.00000354897
545	0.0000284246	0.0000274544	0.0000242208	0.0000279395	0.0000114577	0.0000053239	0.00000451708	0.0000059694	0.00000451708	0.00000629216	0.0000048398	0.00000322629	0.00000403301	0.00000419437	0.00000338763	0.00000354897	0.00000548527	0.00000467844	0.00000419437	0.00000354897	0.00000371032	0	0.00000145171
557	0.0000276161	0.0000269693	0.0000243825	0.0000277778	0.0000112963	0.00000516253	0.00000371032	0.00000516253	0.00000403301	0.00000613078	0.00000435572	0.00000435572	0.00000387166	0.00000403301	0.00000322629	0.00000403301	0.00000467844	0.00000419437	0.00000403301	0.00000306495	0.00000354897	0.00000145171	0
