	index	accs	source	description	seqlen	organism	division	date	biocategory	species	freq
486541	486541	FJ182020.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1637/2007, complete genome.	10675	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486539	486539	FJ182018.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1632/2006, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
491189	491189	FJ205871.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1733/1999, complete genome.	10651	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486538	486538	FJ182017.1	NEIGHBOR	Dengue virus 4 isolate DENV-4/VE/BID-V1160/2007, complete genome.	10606	Dengue virus 4	VRL	02-JUN-2009	EX	Dengue virus	3970
486537	486537	FJ182016.1	NEIGHBOR	Dengue virus 4 isolate DENV-4/VE/BID-V1158/2007, complete genome.	10606	Dengue virus 4	VRL	02-JUN-2009	EX	Dengue virus	3970
486536	486536	FJ182015.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1114/2001, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486535	486535	FJ182014.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1303/2007, complete genome.	10680	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
486534	486534	FJ182013.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1450/1998, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486533	486533	FJ182012.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/CO/BID-V1597/2005, complete genome.	10637	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
486532	486532	FJ182011.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1621/2005, complete genome.	10650	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486548	486548	FJ182027.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1651/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486549	486549	FJ182028.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1653/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486550	486550	FJ182029.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1658/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486551	486551	FJ182030.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1662/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
491188	491188	FJ205870.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1731/2003, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
829811	829811	HM756280.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4820/2009, complete genome.	10540	Dengue virus 3	VRL	20-JUL-2010	EX	Dengue virus	3970
829812	829812	HM756281.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4752/2009, complete genome.	10540	Dengue virus 3	VRL	20-JUL-2010	EX	Dengue virus	3970
829813	829813	HM756282.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4759/2009, complete genome.	10539	Dengue virus 3	VRL	20-JUL-2010	EX	Dengue virus	3970
486562	486562	FJ182041.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1626/2005, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486561	486561	FJ182040.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1625/2005, complete genome.	10652	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486560	486560	FJ182039.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1624/2005, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486559	486559	FJ182038.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1623/2005, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486558	486558	FJ182037.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1622/2005, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
486557	486557	FJ182036.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1670/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486556	486556	FJ182035.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1668/2007, complete genome.	10691	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486555	486555	FJ182034.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1667/2007, complete genome.	10676	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486554	486554	FJ182033.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1666/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486553	486553	FJ182032.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1664/2007, complete genome.	10691	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
486552	486552	FJ182031.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1663/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
825918	825918	HM631852.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/KH/BID-V3773/2006, complete genome.	10674	Dengue virus 1	VRL	20-JUL-2010	EX	Dengue virus	3970
825917	825917	HM631851.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4053/2008, complete genome.	10385	Dengue virus 1	VRL	20-JUL-2010	EX	Dengue virus	3970
825916	825916	HM631850.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3906/2008, complete genome.	10480	Dengue virus 1	VRL	20-JUL-2010	EX	Dengue virus	3970
500009	500009	FJ390385.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V1684/2007, complete genome.	10678	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
507623	507623	FJ410173.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2093/1998, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500015	500015	FJ390391.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1300/2007, complete genome.	10680	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
500014	500014	FJ390390.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1298/2007, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
500013	500013	FJ390389.1	NEIGHBOR	Dengue virus 2 New Guinea C derivative strain, complete genome.	10632	Dengue virus 2	VRL	27-NOV-2012	EX	Dengue virus	3970
500012	500012	FJ390388.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1702/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500011	500011	FJ390387.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V1696/2007, complete genome.	10668	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
500010	500010	FJ390386.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1686/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500008	500008	FJ390384.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V1679/2007, complete genome.	10678	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
499999	499999	FJ390375.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1735/1999, complete genome.	10650	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
500007	500007	FJ390383.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1659/2007, complete genome.	10713	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500006	500006	FJ390382.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1656/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500005	500005	FJ390381.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1652/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500004	500004	FJ390380.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V1742/1998, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500003	500003	FJ390379.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V1741/1998, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500002	500002	FJ390378.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V1738/1998, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
500001	500001	FJ390377.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1737/1999, complete genome.	10650	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
507624	507624	FJ410174.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2094/1995, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507625	507625	FJ410175.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2095/1994, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507626	507626	FJ410176.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V2104/2000, complete genome.	10645	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
507627	507627	FJ410177.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V2105/2000, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
507642	507642	FJ410192.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1772/2008, complete genome.	10658	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507641	507641	FJ410191.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1768/2008, complete genome.	10674	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507640	507640	FJ410190.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2143/1987, complete genome.	10684	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507639	507639	FJ410189.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2140/1996, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507638	507638	FJ410188.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2139/1996, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507637	507637	FJ410187.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2137/1992, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507636	507636	FJ410186.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2136/1992, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507635	507635	FJ410185.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2134/1993, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507634	507634	FJ410184.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2133/1993, complete genome.	10744	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507633	507633	FJ410183.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2132/1993, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507632	507632	FJ410182.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2131/1996, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507631	507631	FJ410181.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2129/1995, complete genome.	10671	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507630	507630	FJ410180.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2128/1995, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507629	507629	FJ410179.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V2127/1994, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
507628	507628	FJ410178.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V2120/2002, complete genome.	10647	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
500000	500000	FJ390376.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1736/1999, complete genome.	10669	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
499998	499998	FJ390374.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/US/BID-V1734/1995, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
822827	822827	HM582117.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH04/1974, complete genome.	10714	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
497952	497952	FJ373298.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1650/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
497959	497959	FJ373305.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1500/2006, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
497958	497958	FJ373304.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1590/2004, complete genome.	10653	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
497957	497957	FJ373303.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1585/2001, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
497956	497956	FJ373302.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1615/2004, complete genome.	10652	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
497955	497955	FJ373301.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1205/2007, complete genome.	10706	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
497954	497954	FJ373300.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1194/2007, complete genome.	10679	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
497953	497953	FJ373299.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V1699/2007, complete genome.	10678	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
497951	497951	FJ373297.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1647/2007, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
499997	499997	FJ390373.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1732/2002, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
497950	497950	FJ373296.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1629/2006, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
822821	822821	HM582111.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH16/1974, complete genome.	10713	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822822	822822	HM582112.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH19/1974, complete genome.	10714	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822823	822823	HM582113.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH20/1974, complete genome.	10713	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822824	822824	HM582114.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH39/1974, complete genome.	10652	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822825	822825	HM582115.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH44/1974, complete genome.	10713	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822826	822826	HM582116.1	NEIGHBOR	Dengue virus 2 strain D2/TO/UH94/1974, complete genome.	10713	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
497960	497960	FJ373306.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1478/2002, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
822820	822820	HM582110.1	NEIGHBOR	Dengue virus 2 strain D2/PF/UH00/1973, complete genome.	10713	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822819	822819	HM582109.1	NEIGHBOR	Dengue virus 2 strain D2/PF/UH57/1971, complete genome.	10681	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
822818	822818	HM582108.1	NEIGHBOR	Dengue virus 2 strain D2/PF/UH50/1972, complete genome.	10713	Dengue virus 2	VRL	25-AUG-2010	EX	Dengue virus	3970
499996	499996	FJ390372.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1730/2003, complete genome.	10655	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
499995	499995	FJ390371.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/US/BID-V1729/2003, complete genome.	10648	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
820745	820745	HM488255.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/KH/BID-V4242/2007, complete genome.	10636	Dengue virus 1	VRL	20-JUL-2010	EX	Dengue virus	3970
